search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/sfouf,https://cdn.tasteatlas.com//images/dishes/f73eefda2aba43e6a47959f145b260e7.jpg?mw=660,23,Cake,https://www.tasteatlas.com/cakes,Sfouf,,Best in   (Beirut),Bou Melhem,https://www.tasteatlas.com/bou-melhem,"Sfouf is a popular Lebanese dessert that is mostly consumed during special occasions, be it a birthday, a family reunion, a religious holiday, or afternoon tea. The cake is characterized by its yellow color, largely due to the base of turmeric and...",,https://www.tasteatlas.com/sfouf/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/mafroukeh,https://cdn.tasteatlas.com//images/dishes/3238d542be724ee4ae7017d923b76f2b.jpg?mw=660,24,Dessert,https://www.tasteatlas.com/Desserts,Mafroukeh,,Best in   (Tripoli),Abdul Rahman Al Hallab,https://www.tasteatlas.com/AbdulRahmanAlHallab,"Mafroukeh is a traditional Lebanese dessert that combines semolina dough and —clotted cream that is often flavored with orange blossom and rose water. The dough is usually made by blending semolina flour, orange blossom and ros...",ashta,https://www.tasteatlas.com/mafroukeh/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kibbeh-nayyeh,https://cdn.tasteatlas.com//images/dishes/b2b26c9e8cad4fbdbb02d6e0cf03f103.jpg?mw=660,25,Appetizer,https://www.tasteatlas.com/Appetizers,Kibbeh nayyeh,3.9,Best in   (Beirut),Tawlet Souk el Tayeb,https://www.tasteatlas.com/TawletSoukElTayeb,"Often compared to , this popular Lebanese delicacy incorporates raw lamb or beef, bulgur, finely chopped onions, and various spices such as cinnamon and allspice. Kibbeh nayyeh was traditionally prepared for special occasions...",steak tartare,https://www.tasteatlas.com/kibbeh-nayyeh/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Bulgurs,https://cdn.tasteatlas.com/images/ingredientgroups/7e6533f23fac450f86aece5b4095600e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/allspice,https://cdn.tasteatlas.com/images/ingredientgroups/9f382c998e6b46b79ab26b34cd3b0c2c.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,
https://www.tasteatlas.com/batata-harra,https://cdn.tasteatlas.com//images/dishes/fbc29f58a25e4837a422f1b851943b65.jpg?mw=660,26,Appetizer,https://www.tasteatlas.com/Appetizers,Batata harra,4.5,Best in   (Beirut),T-Marbouta,https://www.tasteatlas.com/TMarbouta,"Batata harra is a spicy Lebanese vegetable dish made by frying potatoes, garlic, chili, and coriander in olive oil. The dish is traditionally served in a flatbread as an appetizer, and it is often accompanied by tahini sauce or a salad on the side...",,https://www.tasteatlas.com/batata-harra/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/tahini,https://cdn.tasteatlas.com/images/dishes/08e2555cf883451ca76b1a08c14a5247.png?h=120&w=120,
https://www.tasteatlas.com/makanek,https://cdn.tasteatlas.com//images/dishes/620058a41a514dbab5d8085bda191a9b.jpg?mw=660,27,Sausage,https://www.tasteatlas.com/Sausages,Makanek,,,,,"Makanek are small Lebanese sausages made with lamb, beef, or a combination of both. The sausages are seasoned and spiced with cumin, cinnamon, nutmeg, pine nuts, vinegar, and white wine. The combination of ground meat and spices is stuffed into sh...",,https://www.tasteatlas.com/makanek/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kunafah-lebanon,https://cdn.tasteatlas.com//Images/Dishes/fea42741c0934a0494256d70187f0803.jpg?mw=660,28,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Kunāfah,4.4,Best in   (Beirut),L'abeille D'or,https://www.tasteatlas.com/labeille-dor,"Kunāfah consists of two crunchy layers of shredded and buttered  or  dough, filled with a luscious cheese cream that's often flavored with orange zest and cardamom, then drenched in a sugar syrup infused with lemon ju...",kataifi,https://www.tasteatlas.com/kunafah-lebanon/wheretoeat,https://www.tasteatlas.com/akkawi,https://cdn.tasteatlas.com/images/dishes/09a76a10b5d44cffa5e62e170de95cf9.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Pistachios,https://cdn.tasteatlas.com/images/ingredientgroups/c0084d87b3e6428a97e3a1585f3c03c4.png?h=120&w=120,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,
https://www.tasteatlas.com/meghli,https://cdn.tasteatlas.com//images/dishes/ee0383b551f849239c3556e993714d71.jpg?mw=660,29,Pudding,https://www.tasteatlas.com/puddings,Meghli,,Best in   (Beirut),Le Chef,https://www.tasteatlas.com/le-chef,"The traditional Lebanese rice pudding called meghli is a vegan, gluten, and dairy-free dish that is traditionally consumed to celebrate the birth of a baby. It is also said that the brown color of the spiced pudding is symbolic for the richness of...",,https://www.tasteatlas.com/meghli/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/arayes,https://cdn.tasteatlas.com//images/dishes/9806c3353b5d4e65a3b86f6c4c7e6195.jpg?mw=660,30,Snack,https://www.tasteatlas.com/Snacks,Arayes,,,,,"Arayes, translated from Arabic as , is a convenient snack consisting of pita bread filled with a mixture of minced meat that is seasoned and enriched with garlic, onions, and tomatoes. The bread is typically cut in quarters and then...",brides,https://www.tasteatlas.com/arayes/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/nammoura,https://cdn.tasteatlas.com//images/dishes/27abd00760a14ef79b7e68682c83242c.jpg?mw=660,31,Dessert,https://www.tasteatlas.com/Desserts,Nammoura,,,,,"Nammoura is a sticky and particularly sweet Lebanese dessert made from a basic dough of semolina, water, butter, and yeast. The dough is basked off in a greased pan and then soaked in a sugar syrup to top it off and create a moist cake. It is usua...",,https://www.tasteatlas.com/nammoura/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/jazarieh,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,32,Dessert,https://www.tasteatlas.com/Desserts,Jazarieh,,,,,"Jazarieh is a Lebanese treat consisting of grated pumpkin shreds that are cooked in a sweet sugar syrup. The dish is mainly enjoyed as a dessert, and it typically has a soft, jam-like texture. Occasionally, pumpkin shreds are spiced or combined wi...",,https://www.tasteatlas.com/jazarieh/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/warak-enab,https://cdn.tasteatlas.com//images/dishes/e4ab668a48424a20a7793a5037d6dc9f.jpg?mw=660,33,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Warak enab,4.5,,,,"Warak enab is a traditional Lebanese dish consisting of stufffed grape leaves that are simmered in a lemon-flavored broth. The ingredients include grape leaves, ground beef, rice, allspice, cinnamon, salt, lemon juice, oil, and lamb chops or ribs ...",,https://www.tasteatlas.com/warak-enab/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/makhlouta,https://cdn.tasteatlas.com//images/dishes/312ac0a7a0a34eb1831476c73fc6cac6.jpg?mw=660,34,Stew,https://www.tasteatlas.com/Stews,Makhlouta,,,,,"Makhlouta is a thick and rustic Lebanese stew that is prepared with a variety of beans, wheat, and legumes such as kidney, white, and garbanzo beans, chickpeas, lentils, and bulgur. The beans and legumes should be soaked overnight before they are ...",,https://www.tasteatlas.com/makhlouta/wheretoeat,https://www.tasteatlas.com/wheats,https://cdn.tasteatlas.com/images/ingredientgroups/81a62d794a8a4cda8bdc48deb9fe7d2c.png?h=120&w=120,https://www.tasteatlas.com/Chickpeas,https://cdn.tasteatlas.com/images/ingredientgroups/a2154e69886644589ba372adba14f005.png?h=120&w=120,https://www.tasteatlas.com/pinto-beans,https://cdn.tasteatlas.com/images/ingredientgroups/2d186ef1fb4f4255a3b0954a05abbae5.png?h=120&w=120,https://www.tasteatlas.com/Lentils,https://cdn.tasteatlas.com/images/ingredientgroups/54230c9c778849fb8b4742c78ee846ea.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Bulgurs,https://cdn.tasteatlas.com/images/ingredientgroups/7e6533f23fac450f86aece5b4095600e.png?h=120&w=120,n/a
https://www.tasteatlas.com/dawood-basha,https://cdn.tasteatlas.com//images/dishes/5add701537af4ea3afa0663c083a1695.jpg?mw=660,35,Meatballs,https://www.tasteatlas.com/meatballs,Dawood basha,,,,,"Dawood basha is a traditional Lebanese dish consisting of meatballs that are braised in tomato sauce. The meatballs are made from ground beef or a combination of beef and lamb, along with onions, parsley, cayenne pepper, salt, and allspice. They a...",,https://www.tasteatlas.com/dawood-basha/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/hummus-beiruti,https://cdn.tasteatlas.com//images/dishes/26044a85322d4226ad950e47fcf93fb9.jpg?mw=660,36,Dip,https://www.tasteatlas.com/dips,Hummus Beiruti,4.8,,,,"Hummus Beiruti is a Lebanese version of hummus, the famous chickpea-based dip. This version adds a large amount of garlic and spices to it. It’s usually made with a combination of chickpeas, olive oil, garlic, yogurt, tahini, cold water, cum...",,https://www.tasteatlas.com/hummus-beiruti/wheretoeat,https://www.tasteatlas.com/Chickpeas,https://cdn.tasteatlas.com/images/ingredientgroups/a2154e69886644589ba372adba14f005.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/tahini,https://cdn.tasteatlas.com/images/dishes/08e2555cf883451ca76b1a08c14a5247.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,
https://www.tasteatlas.com/laban-immo,https://cdn.tasteatlas.com//images/dishes/a2e526eb95bb4793b11d9b9ce805c034.jpg?mw=660,37,Lamb/Mutton Dish,https://www.tasteatlas.com/lamb-and-mutton-dishes,Laban immo,,,,,"Laban immo is a traditional Levantine dish that's prized for being simple and nutritious. It's a yogurt and rice specialty made with lamb. The name of the dish means the milk of his mother, and the ingredients used to prepare it include lamb neck,...",,https://www.tasteatlas.com/laban-immo/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/mint,https://cdn.tasteatlas.com/images/ingredientgroups/b6c5042f1598417c8fa444f42310d56a.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,n/a
https://www.tasteatlas.com/shishbarak,https://cdn.tasteatlas.com//images/dishes/ec8bf3ab1f194d3586ed96a020e28f65.jpg?mw=660,38,Dumplings,https://www.tasteatlas.com/Dumplings,Shishbarak,,,,,This combination of meat-stuffed dumplings and yogurt is common in Levantine cuisine. The dish consists of tiny dumplings—believed to have originated in Iran under the name —that are filled with a combination of meat a...,joshpara,https://www.tasteatlas.com/shishbarak/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/harissa-tunisia,https://cdn.tasteatlas.com/images/dishes/76d6beed5245423dbbd7c32488369bd4.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,n/a
https://www.tasteatlas.com/samke-harra,https://cdn.tasteatlas.com//images/dishes/5e1110cc0a6d489aa81663790f62fc3a.jpg?mw=660,39,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Samke harra,,,,,Samke harra is a traditional Lebanese dish that means spicy fish when translated from Arabic. The dish is a specialty of El-Mina and it's usually prepared for special occasions. It consists of a baked fish that served with nuts and a sauce made fr...,,https://www.tasteatlas.com/samke-harra/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/faysalieh,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,40,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Faysalieh,,,,,"Faysalieh is triangle-shaped baklava combining a nut filling and an outer shell that is made from thin threads of  (knefe) dough. The pastry is typically filled with pistachios, but some varieties replace the nut filling with cream...",kataifi,https://www.tasteatlas.com/faysalieh/wheretoeat,https://www.tasteatlas.com/Pistachios,https://cdn.tasteatlas.com/images/ingredientgroups/c0084d87b3e6428a97e3a1585f3c03c4.png?h=120&w=120,https://www.tasteatlas.com/corn-flours,https://cdn.tasteatlas.com/images/ingredientgroups/aa0dbd7a5bac4bfa8e827a70993fe6f2.png?h=120&w=120,https://www.tasteatlas.com/vegetable-oils,https://cdn.tasteatlas.com/images/ingredientgroups/9645da0c09ec4cebb19ef9a91a4e3ecf.png?h=120&w=120,https://www.tasteatlas.com/sugar-syrups,https://cdn.tasteatlas.com/images/ingredientgroups/8b1aa8cc46f7435c83cfb8dce4f14f69.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/ghameh,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,41,Offal Dish,https://www.tasteatlas.com/Offal,Ghameh,,,,,Ghameh is a traditional Lebanese dish of stuffed tripe and intestines. Both need to be washed in soapy water and rinsed several times in order to remove the slightly off-putting aromas and flavors. They're usually stuffed with a combination of chi...,,https://www.tasteatlas.com/ghameh/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/asabi,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,42,Dessert,https://www.tasteatlas.com/Desserts,Asabi,,,,,"This baklava variety consists of thin phyllo sheets that are traditionally filled with walnuts, although modern varieties may employ various chopped or ground nuts. The sheets are then rolled and cut into the desired size before they are baked and...",,https://www.tasteatlas.com/asabi/wheretoeat,https://www.tasteatlas.com/nuts,https://cdn.tasteatlas.com/images/ingredientgroups/0641a2da3cfe4d998fced5b092b43999.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,n/a
https://www.tasteatlas.com/bukaj-baklava,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,43,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Bukaj baklava,,,,,"This baklava variety consists of layered rectangular sheets of phyllo dough that are filled with various chopped nuts. Each corner of the dough is raised to partially enclose the filling, creating a small parcel-like treat that is then doused in b...",,https://www.tasteatlas.com/bukaj-baklava/wheretoeat,https://www.tasteatlas.com/Cashews,https://cdn.tasteatlas.com/images/ingredientgroups/e3db9e38eecc4cde8846d0d1a9af3797.png?h=120&w=120,https://www.tasteatlas.com/pine-nuts,https://cdn.tasteatlas.com/images/ingredientgroups/2108a7804fe04f57a002907791e0e43f.png?h=120&w=120,https://www.tasteatlas.com/Pistachios,https://cdn.tasteatlas.com/images/ingredientgroups/c0084d87b3e6428a97e3a1585f3c03c4.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,n/a
https://www.tasteatlas.com/basma,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,44,Dessert,https://www.tasteatlas.com/Desserts,Basma,,,,,"This baklava variety consists of chopped or ground nuts that are placed between two layers of shredded or ground  (knefe) dough. The nut filling typically includes pistachios, cashews, or pine nuts, and the whole pastry is doused i...",kataifi,https://www.tasteatlas.com/basma/wheretoeat,https://www.tasteatlas.com/Cashews,https://cdn.tasteatlas.com/images/ingredientgroups/e3db9e38eecc4cde8846d0d1a9af3797.png?h=120&w=120,https://www.tasteatlas.com/pine-nuts,https://cdn.tasteatlas.com/images/ingredientgroups/2108a7804fe04f57a002907791e0e43f.png?h=120&w=120,https://www.tasteatlas.com/Pistachios,https://cdn.tasteatlas.com/images/ingredientgroups/c0084d87b3e6428a97e3a1585f3c03c4.png?h=120&w=120,https://www.tasteatlas.com/corn-flours,https://cdn.tasteatlas.com/images/ingredientgroups/aa0dbd7a5bac4bfa8e827a70993fe6f2.png?h=120&w=120,https://www.tasteatlas.com/vegetable-oils,https://cdn.tasteatlas.com/images/ingredientgroups/9645da0c09ec4cebb19ef9a91a4e3ecf.png?h=120&w=120,https://www.tasteatlas.com/sugar-syrups,https://cdn.tasteatlas.com/images/ingredientgroups/8b1aa8cc46f7435c83cfb8dce4f14f69.png?h=120&w=120,n/a
https://www.tasteatlas.com/hummus-kawarma,https://cdn.tasteatlas.com//images/dishes/aead09b7e58f4862ac7fad529329e75a.jpg?mw=660,45,Dip,https://www.tasteatlas.com/dips,Hummus kawarma,,,,,"Hummus kawarma is a traditional Lebanese version of hummus. In order to prepare it, freshly made hummus is topped with fried pieces of lamb. The hummus is made from chickpeas, tahini, lemon juice, crushed garlic, and cold water, while the kawarma ...",,https://www.tasteatlas.com/hummus-kawarma/wheretoeat,https://www.tasteatlas.com/hummus,https://cdn.tasteatlas.com/images/dishes/fe9e21ed92d64c1eb099feeadec1ecc4.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Chickpeas,https://cdn.tasteatlas.com/images/ingredientgroups/a2154e69886644589ba372adba14f005.png?h=120&w=120,https://www.tasteatlas.com/tahini,https://cdn.tasteatlas.com/images/dishes/08e2555cf883451ca76b1a08c14a5247.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,n/a
https://www.tasteatlas.com/asawer,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,46,Dessert,https://www.tasteatlas.com/Desserts,Asawer,,,,,"Asawer is prepared with phyllo dough that is rolled and swirled to create a small, round baklava. Before it is rolled, phyllo sheets are occasionally sprinkled with ground nuts, and when baked, this round pastry is doused in rose-flavored sugar sy...",,https://www.tasteatlas.com/asawer/wheretoeat,https://www.tasteatlas.com/Cashews,,https://www.tasteatlas.com/pine-nuts,,https://www.tasteatlas.com/Pistachios,,https://www.tasteatlas.com/Flour,,https://www.tasteatlas.com/Olive-oil,,https://www.tasteatlas.com/Vinegar,,n/a